image_id,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,category_list,street,city,state
851_0x864731f027ab692f_0xad0919c36c71187,The Hub Restaurant and Bar,"The Hub Restaurant and Bar, 8540 Creekside Forest Dr, Spring, TX 77389",0x864731f027ab692f:0xad0919c36c71187,,30.1457709,-95.549312,['Restaurant'],3.9,68,,,"{'Service options': ['Delivery'], 'Amenities': ['Bar onsite', 'Good for kids']}",,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864731f027ab692f:0xad0919c36c71187?authuser=-1&hl=en&gl=us,['restaurant'],"The Hub Restaurant and Bar, 8540 Creekside Forest Dr",Spring,TX
852_0x864c356b4eadea09_0xa4c35eef380aad2d,May's Eats Gourmet To Go,"May's Eats Gourmet To Go, 3400 Corinth Pkwy, Corinth, TX 76208",0x864c356b4eadea09:0xa4c35eef380aad2d,,33.152678,-97.0564453,['Restaurant'],5.0,28,,"[['Sunday', '11AM–3PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy']}",,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c356b4eadea09:0xa4c35eef380aad2d?authuser=-1&hl=en&gl=us,['restaurant'],"May's Eats Gourmet To Go, 3400 Corinth Pkwy",Corinth,TX
854_0x8640bfd46eedd545_0xe1fea1590f5cfacf,77 Degrees,"77 Degrees, 2416 Brazos St STE 200, Houston, TX 77006",0x8640bfd46eedd545:0xe1fea1590f5cfacf,,29.7488919,-95.3780998,"['Restaurant', 'Lounge']",4.1,551,,"[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '5PM–2AM'], ['Friday', '5PM–2AM'], ['Saturday', '3PM–2AM'], ['Sunday', '3PM–2AM'], ['Monday', 'Closed']]","{'Service options': ['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Hard liquor', 'Wine'], 'Amenities': ['Bar onsite'], 'Crowd': ['Groups', 'Tourists'], 'Payments': ['NFC mobile payments']}","['0x8640bf41ffc25a73:0x722de8c2e682acc0', '0x8640bf610c05efbf:0x7763bbf89bfb3c9d', '0x8640c06740a3d6f1:0x696787e800cbfe69', '0x8640bf2554bf9c77:0xf8522918fbfedc49']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640bfd46eedd545:0xe1fea1590f5cfacf?authuser=-1&hl=en&gl=us,"['restaurant', 'lounge']","77 Degrees, 2416 Brazos St STE 200",Houston,TX
855_0x8635c2e1c47e99f5_0x7d8b39d7f8543690,Spring Market,"Spring Market, 504 Wl Doc Dodson, Naples, TX 75568",0x8635c2e1c47e99f5:0x7d8b39d7f8543690,,33.1968033,-94.689137,['Grocery store'],4.2,274,,"[['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM'], ['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Highlights': ['Great produce'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Salad bar'], 'Amenities': ['Public restroom', 'Wi-Fi'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments', 'Credit cards']}","['0x8635c3aee2be4271:0xf5807a5c4d678cf7', '0x8635dfd143fbd083:0x27f18c34d259c57b', '0x8635c30ff61c76f5:0x1c8bc9ef46a164ba', '0x8635c3e46a7eebf3:0xc959829118fcd0f6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8635c2e1c47e99f5:0x7d8b39d7f8543690?authuser=-1&hl=en&gl=us,['grocery store'],"Spring Market, 504 Wl Doc Dodson",Naples,TX
856_0x8640c71c7da6dd75_0x1685c032a6aa789f,Foodarama Market,"Foodarama Market, 1805 Ella Blvd, Houston, TX 77008",0x8640c71c7da6dd75:0x1685c032a6aa789f,"Supermarket featuring a bakery & other familiar departments, plus a selection of beer & wine.",29.8021638,-95.4313213,"['Grocery store', 'ATM', 'Supermarket']",4.0,415,,"[['Saturday', '7AM–10PM'], ['Sunday', '7AM–10PM'], ['Monday', '7AM–10PM'], ['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10PM'], ['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Highlights': ['Great produce'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","['0x8640b7f9e35d6679:0xde5518f9ff369c7b', '0x8640c6a7bad35df7:0x2a76f5dc5a41b48d', '0x8640c11620094789:0xd2bbf40581e39dd4', '0x8640c7649cc47ef7:0xe9dd5e863dddbea0', '0x8640c4acdb4af49f:0x124f67cb1e2141cf']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640c71c7da6dd75:0x1685c032a6aa789f?authuser=-1&hl=en&gl=us,"['grocery store', 'atm', 'supermarket']","Foodarama Market, 1805 Ella Blvd",Houston,TX
857_0x8644b4fb66c43e45_0x740e878e567a194b,FARM TO MARKET GROCERY,"FARM TO MARKET GROCERY, 1718 S Congress Ave, Austin, TX 78704, United States",0x8644b4fb66c43e45:0x740e878e567a194b,"Small, full-service supermarket with a focus on locally produced & artisanal specialty products.",30.2463687,-97.7511298,"['Grocery store', 'Deli', 'Supermarket']",4.3,68,$$,"[['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM']]","{'Accessibility': ['Wheelchair-accessible entrance'], 'Payments': ['NFC mobile payments']}","['0x8644b519bea9edbd:0x3115af9272a5d168', '0x8644b56959d25be9:0x5decd8fee5f0e92', '0x8644b5af8a174975:0xb88460804d0e8887', '0x8644b4e0f19d4ce9:0xa1a5604f4d7f5a57', '0x8644b509c36344d7:0x39d509c52688c10b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8644b4fb66c43e45:0x740e878e567a194b?authuser=-1&hl=en&gl=ae,"['grocery store', 'deli', 'supermarket']","FARM TO MARKET GROCERY, 1718 S Congress Ave, Austin",TX 78704,
858_0x864733fccc10410f_0xda3f8f36fdd6ca91,Star Food,"Star Food, 3130 Sawdust Rd, Spring, TX 77380",0x864733fccc10410f:0xda3f8f36fdd6ca91,,30.133091,-95.4882446,['Grocery store'],4.3,44,,"[['Thursday', '6AM–11PM'], ['Friday', '6AM–11PM'], ['Saturday', '7AM–11PM'], ['Sunday', '7AM–10PM'], ['Monday', '6AM–11PM'], ['Tuesday', '6AM–11PM'], ['Wednesday', '6AM–11PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","['0x86473144f4d85a0d:0xe266c3690f2e3a7', '0x864734187d8b1d53:0x9265837ee0e51ef9', '0x8640cca6fcb85135:0xb1d3ed9433e1c32c', '0x86472eb793fae291:0x5b3bb32a34909ca4', '0x8640c9f955dfa003:0x76e1c60020ac91d1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864733fccc10410f:0xda3f8f36fdd6ca91?authuser=-1&hl=en&gl=us,['grocery store'],"Star Food, 3130 Sawdust Rd",Spring,TX
859_0x8640c7e9efa0553b_0xd6ffb685434a3965,Fuel Expo Supermarket,"Fuel Expo Supermarket, 857 W Tidwell Rd, Houston, TX 77091",0x8640c7e9efa0553b:0xd6ffb685434a3965,,29.8467879,-95.414551,"['Grocery store', 'Gas station']",4.1,88,,,"{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']}","['0x8640c8801725706f:0xaea443fe13cfb457', '0x8640c7e9fb83c6af:0x1f3b2677a522f39e', '0x8640ba0003d1778f:0x603900e5f0762222', '0x8640d08681553b6d:0xf94025c9ad787414']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640c7e9efa0553b:0xd6ffb685434a3965?authuser=-1&hl=en&gl=us,"['grocery store', 'gas station']","Fuel Expo Supermarket, 857 W Tidwell Rd",Houston,TX
860_0x864745f827bcc845_0xfe65d6eea6b865e3,Corner Store,"Corner Store, 14587 FM 1485, Conroe, TX 77306",0x864745f827bcc845:0xfe65d6eea6b865e3,Convenience-store chain with lots of food & drink options. Most sell fuel & some have car washes.,30.2386855,-95.2999388,"['Convenience store', 'ATM', 'Coffee shop', 'Diesel fuel supplier', 'Gas station', 'Public bathroom', 'Snack bar', 'Soft drinks shop']",3.9,7,$,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Prepared foods'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments']}","['0x8647380a41cc8da5:0xd0a2fe5e430003f0', '0x864745f826f32a4b:0x2b913e7a789e8958', '0x8646d5062e678be7:0x282276923f6396be', '0x8647502d3175601f:0xdc8bd5a997170784']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864745f827bcc845:0xfe65d6eea6b865e3?authuser=-1&hl=en&gl=us,"['convenience store', 'atm', 'coffee shop', 'diesel fuel supplier', 'gas station', 'public bathroom', 'snack bar', 'soft drinks shop']","Corner Store, 14587 FM 1485",Conroe,TX
861_0x865c936e697824eb_0xaeeeba2c3342b92a,Pic-n-Pac,"Pic-n-Pac, 839 FM1103, Cibolo, TX 78108",0x865c936e697824eb:0xaeeeba2c3342b92a,,29.5718565,-98.232413,"['Convenience store', 'ATM', 'Gas station', 'Self service car wash']",3.7,14,,"[['Saturday', '6AM–11PM'], ['Sunday', '6AM–10PM'], ['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–11PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","['0x865c9368758eccf5:0x5c422c99603da05b', '0x865c936e85d3d97b:0x671bd3e4101de966', '0x865c93f4b615f33f:0x4d39c9e1611180c9', '0x865c926fb358dcc1:0xb3316b899d68b5c7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x865c936e697824eb:0xaeeeba2c3342b92a?authuser=-1&hl=en&gl=us,"['convenience store', 'atm', 'gas station', 'self service car wash']","Pic-n-Pac, 839 FM1103",Cibolo,TX
863_0x865cf57b5a1429bb_0xd5da7199d5b27b29,STAR STOP 93,"STAR STOP 93, 103 N WW White Rd, San Antonio, TX&nbsp, San Antonio, TX 78219",0x865cf57b5a1429bb:0xd5da7199d5b27b29,,29.432677,-98.4060209,"['Convenience store', 'Gas station']",5.0,2,,,"{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']}",,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865cf57b5a1429bb:0xd5da7199d5b27b29?authuser=-1&hl=en&gl=us,"['convenience store', 'gas station']","STAR STOP 93, 103 N WW White Rd, San Antonio, TX&nbsp",San Antonio,TX
864_0x8640a461869404d1_0x3b6d08487c434702,Freeport Uvalde LLC (Powermart #12),"Freeport Uvalde LLC (Powermart #12), 221 Uvalde Rd, Houston, TX 77015",0x8640a461869404d1:0x3b6d08487c434702,,29.797908,-95.1826239,['Convenience store'],1.0,1,,"[['Tuesday', '6AM–12PM'], ['Wednesday', '6AM–12PM'], ['Thursday', '6AM–12PM'], ['Friday', '6AM–12PM'], ['Saturday', '6AM–12PM'], ['Sunday', '6AM–12PM'], ['Monday', '6AM–12PM']]",,"['0x8640a46186642b5b:0x25e011f97181c29b', '0x8640a384fa8932c3:0xff23759d121a2382', '0x8640a378935eb9c3:0x19f67b3ad8f737b4', '0x8640a3785fba2f0d:0x94d2156681ab964f', '0x8640a36761b648b5:0x7b6f8e95ad05eb87']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640a461869404d1:0x3b6d08487c434702?authuser=-1&hl=en&gl=us,['convenience store'],"Freeport Uvalde LLC (Powermart #12), 221 Uvalde Rd",Houston,TX
865_0x86472ff717718217_0x47c97f39d0e519a5,The Golden Retriever Pub,"The Golden Retriever Pub, 6960 Fm 1488 Road #107, Magnolia, TX 77354",0x86472ff717718217:0x47c97f39d0e519a5,,30.2213592,-95.5743256,"['Bar', 'Pub']",4.4,237,$,"[['Saturday', '12PM–2AM'], ['Sunday', '12PM–2AM'], ['Monday', '12PM–2AM'], ['Tuesday', '12PM–2AM'], ['Wednesday', '12PM–2AM'], ['Thursday', '12PM–2AM'], ['Friday', '12PM–2AM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Great cocktails', 'Live music', 'Sports'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Food', 'Food at bar', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Wine'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['NFC mobile payments']}","['0x8646d79b6d24b709:0xe52f9a0c3fcdd4d8', '0x86472f7f79661c75:0xb458c8250b291116', '0x864739e6a4fa6e5b:0x25ec809b9b3067bf', '0x86472ffe2727d343:0xe784ca9a81a15e80', '0x8647342556b95a85:0x6c15873a9b01156']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86472ff717718217:0x47c97f39d0e519a5?authuser=-1&hl=en&gl=us,"['bar', 'pub']","The Golden Retriever Pub, 6960 Fm 1488 Road #107",Magnolia,TX
866_0x864098b563b8f5a1_0xf63557dabd92b838,Sam's Place,"Sam's Place, 6201 Spencer Hwy, Pasadena, TX 77505",0x864098b563b8f5a1:0xf63557dabd92b838,,29.6660427,-95.1449492,['Bar'],4.5,58,$,"[['Wednesday', '7AM–2AM'], ['Thursday', '7AM–2AM'], ['Friday', '7AM–2AM'], ['Saturday', '7AM–2AM'], ['Sunday', '12PM–2AM'], ['Monday', '7AM–2AM'], ['Tuesday', '7AM–2AM']]","{'Service options': ['Delivery'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Sports'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer'], 'Dining options': ['Outside food allowed'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}","['0x864098b6270f3507:0xc8c3c6e97dc9d8bf', '0x86409f4d3664f43b:0xd6f0be6eda18a1c1', '0x86409857d236bc07:0x55474aced6bdddab', '0x86409f23907f44a1:0x339b11a4d9107704']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864098b563b8f5a1:0xf63557dabd92b838?authuser=-1&hl=en&gl=us,['bar'],"Sam's Place, 6201 Spencer Hwy",Pasadena,TX
868_0x8644b5a6781b1439_0x49a58edd9bb4c4c5,Red 7,"Red 7, 611 E 7th St, Austin, TX 78701",0x8644b5a6781b1439:0x49a58edd9bb4c4c5,Intimate performance space with indoor & outdoor stages plus full bar.,30.2670461,-97.7362776,"['Bar', 'Live music venue', 'Night club']",3.6,37,,"[['Saturday', '9PM–2AM'], ['Sunday', '9PM–2AM'], ['Monday', '9PM–2AM'], ['Tuesday', '9PM–2AM'], ['Wednesday', '9PM–2AM'], ['Thursday', '9PM–2AM'], ['Friday', '9PM–2AM']]",{'Service options': ['Dine-in']},"['0x8644b5a6ffe4f21f:0xdd7e0a04ea7e88f6', '0x8644b5a5d455d5a9:0x73e3c4b0e0f1f21b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8644b5a6781b1439:0x49a58edd9bb4c4c5?authuser=-1&hl=en&gl=us,"['bar', 'live music venue', 'night club']","Red 7, 611 E 7th St",Austin,TX
870_0x864121239152d963_0x8ca8566faf20b764,Sola Salon Studios,"Sola Salon Studios, 23930 Westheimer Pkwy, Katy, TX 77494",0x864121239152d963:0x8ca8566faf20b764,,29.737108,-95.7782678,"['Beauty salon', 'Barber shop', 'Eyelash salon', 'Hair salon', 'Make-up artist', 'Nail salon']",4.8,33,,"[['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restroom'], 'Planning': ['Appointments recommended'], 'Payments': ['Debit cards']}","['0x8641212396e77847:0x35b16856deef1981', '0x864120de477d9787:0xa5c7780285118e72', '0x864121ace1193d87:0x154d3f9772d86e99', '0x864121239152d963:0x603791769c211548', '0x8641274b05248c83:0xebbe0e2cb211963f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864121239152d963:0x8ca8566faf20b764?authuser=-1&hl=en&gl=us,"['beauty salon', 'barber shop', 'eyelash salon', 'hair salon', 'make-up artist', 'nail salon']","Sola Salon Studios, 23930 Westheimer Pkwy",Katy,TX
871_0x864c165056c4e0cf_0x9c69b31a51a797ec,Shubh Beauty Salon Inside Walmart,"Shubh Beauty Salon Inside Walmart, 16066 TX-121, Frisco, TX 75035",0x864c165056c4e0cf:0x9c69b31a51a797ec,,33.127604,-96.7361554,['Beauty salon'],4.6,38,,"[['Wednesday', '11AM–7PM'], ['Thursday', '11AM–7PM'], ['Friday', '11AM–7PM'], ['Saturday', '11AM–7PM'], ['Sunday', '11AM–6PM'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}","['0x864c3cee7fe7bd8b:0x5620bc0db3f021ea', '0x864c3ce632d95c85:0xcabb1afba4dcaac3', '0x864c394f192b2eb1:0xbfe683d619c2ebdb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c165056c4e0cf:0x9c69b31a51a797ec?authuser=-1&hl=en&gl=us,['beauty salon'],"Shubh Beauty Salon Inside Walmart, 16066 TX-121",Frisco,TX
872_0x86fe6d5b56f6a979_0x5e3dae98a6987bdc,Beauty World,"Beauty World, 2825 34th St, Lubbock, TX 79410",0x86fe6d5b56f6a979:0x5e3dae98a6987bdc,,33.562901499999995,-101.8782468,['Beauty salon'],4.2,106,,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x86fe72c66bf8570d:0xfc4d306020ad5a57', '0x86fe6d1e31f44883:0xd253c6f6d12b3fd5', '0x86fe72bade2935d7:0x22514ff37fe67e12', '0x86fe6d8991284cc7:0xe09fa03f84aef0f9', '0x86fe6d8827b80b03:0x6e5ae587ad94215']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6d5b56f6a979:0x5e3dae98a6987bdc?authuser=-1&hl=en&gl=us,['beauty salon'],"Beauty World, 2825 34th St",Lubbock,TX
874_0x866120985d3e5345_0xe0b93eea49e466b7,Hair Gallery,"Hair Gallery, 611 Shiloh Dr #11, Laredo, TX 78045",0x866120985d3e5345:0xe0b93eea49e466b7,,27.5905493,-99.4803683,"['Beauty salon', 'Hair salon']",4.2,58,,"[['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–9PM'], ['Sunday', '11AM–6PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}","['0x866120db88c7eeb5:0xc1b3cbd2af1cdf13', '0x866120a3f3dd39f1:0xf9d18b9b7d25ffd0', '0x866121aabb5d6e7b:0x94ac6852ca8558d2', '0x866121e3948a3367:0xf3ddbc4239ae7c33']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x866120985d3e5345:0xe0b93eea49e466b7?authuser=-1&hl=en&gl=us,"['beauty salon', 'hair salon']","Hair Gallery, 611 Shiloh Dr #11",Laredo,TX
876_0x8665a02f1ad01803_0x9234396c563cf02a,San Juan Community Resource Center and Park,"San Juan Community Resource Center and Park, 509 E Earling Rd, San Juan, TX 78589",0x8665a02f1ad01803:0x9234396c563cf02a,,26.226524,-98.1413341,"['Park', 'Tourist attraction']",4.4,317,,"[['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM'], ['Sunday', '8AM–9PM'], ['Monday', '8AM–9PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}","['0x8665a004854fd297:0xc2ccf8a0c5ac7633', '0x8665a001a8aee56f:0x967c4369336f5b6a', '0x86659ffdf93c3e85:0x32d40a6252b8e62c', '0x8665a07f603fb503:0x1c87db8a3716f5f3', '0x86650a66627d4423:0x6cece0fde271117f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8665a02f1ad01803:0x9234396c563cf02a?authuser=-1&hl=en&gl=us,"['park', 'tourist attraction']","San Juan Community Resource Center and Park, 509 E Earling Rd",San Juan,TX
877_0x8644cbdfcd4d02c9_0x3862bfd61c0ccaf1,Quail Creek Neighborhood Park,"Quail Creek Neighborhood Park, 1101 Mearns Meadow Blvd, Austin, TX 78758",0x8644cbdfcd4d02c9:0x3862bfd61c0ccaf1,"Recognized by its large grove of hackberry trees, this park boasts a playground & picnic tables.",30.3689497,-97.7012809,"['Park', 'Tourist attraction']",4.2,347,,"[['Sunday', '5AM–10PM'], ['Monday', '5AM–10PM'], ['Tuesday', '5AM–10PM'], ['Wednesday', '5AM–10PM'], ['Thursday', '5AM–10PM'], ['Friday', '5AM–10PM'], ['Saturday', '5AM–10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}","['0x8644c93964fb7d7f:0x7fa5835cbdeeeb1c', '0x8644b5f970528b29:0xc6ac8af3f54c73dd', '0x8644cbd790df1ae1:0xa1095af53aa9f947', '0x8644cbdcb1735f9d:0xf2e1e62ef2a8625a', '0x8644cbdf7762501b:0xe2349f765c186aed']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8644cbdfcd4d02c9:0x3862bfd61c0ccaf1?authuser=-1&hl=en&gl=us,"['park', 'tourist attraction']","Quail Creek Neighborhood Park, 1101 Mearns Meadow Blvd",Austin,TX
878_0x86fbdbd6339b943f_0x92e5764a89a95f80,Grasslands Park,"Grasslands Park, 2500 Crowley Blvd, Midland, TX 79707",0x86fbdbd6339b943f:0x92e5764a89a95f80,,32.003177799999996,-102.1642836,"['Park', 'Tourist attraction']",4.2,14,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x86fbdb83a7714ed5:0x407dc7ff4b293882', '0x86fbd9512a223f31:0x2f113ee7433636b', '0x86fbd9fc35351df9:0xcfc5a8c7dbd1f127', '0x86fbdbe38ad5378f:0x5b7be9d1d933b58e', '0x86fbd84440f0ebe5:0x6020620c22491a31']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fbdbd6339b943f:0x92e5764a89a95f80?authuser=-1&hl=en&gl=us,"['park', 'tourist attraction']","Grasslands Park, 2500 Crowley Blvd",Midland,TX
879_0x86612187762b17d7_0x7f3c340cc9b6a8e9,Jarvis Plaza,"Jarvis Plaza, 1004 Matamoros St, Laredo, TX 78040",0x86612187762b17d7:0x7f3c340cc9b6a8e9,"Simple city retreat featuring shady spots & park benches, plus WWII & Korean War memorials.",27.5060697,-99.5089378,['Park'],4.1,194,,"[['Friday', '6AM–11PM'], ['Saturday', '6AM–11PM'], ['Sunday', '6AM–11PM'], ['Monday', '6AM–11PM'], ['Tuesday', '6AM–11PM'], ['Wednesday', '6AM–11PM'], ['Thursday', '6AM–11PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x86612229282c884d:0xe1725f2ebe419871', '0x866123db121c01a1:0x4acfec3b9d796feb', '0x866120a0e58514df:0x71da9bd4c3366a59', '0x8661240bad2224c3:0xd37d3be3e98e892b', '0x866123ff25085903:0x11eb3901b2afaecc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86612187762b17d7:0x7f3c340cc9b6a8e9?authuser=-1&hl=en&gl=us,['park'],"Jarvis Plaza, 1004 Matamoros St",Laredo,TX
881_0x8644b5d7e13dc509_0xbc281935dc3c26e6,Sixth String guitar statue,"Sixth String guitar statue, Congress Ave, Austin, TX 78701",0x8644b5d7e13dc509:0xbc281935dc3c26e6,,30.268377299999997,-97.7428521,['Tourist attraction'],5.0,1,,,,"['0x8644b526594bff3d:0xdd71ca462f7ddc4e', '0x8644ca5ece50f5c1:0xc92edaa049335ebb', '0x8644b508b160c805:0x9c69b38c8ef04feb', '0x8644b5247a8b7f87:0x682a7d6e62dd605c', '0x8644b508137ba5df:0xd2939e5e5d0446b3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8644b5d7e13dc509:0xbc281935dc3c26e6?authuser=-1&hl=en&gl=us,['tourist attraction'],"Sixth String guitar statue, Congress Ave",Austin,TX
882_0x86e7585e921f8f8f_0x7835f802676fdf95,Mining Minds,"Mining Minds, 2400 Sun Bowl Dr, El Paso, TX 79902",0x86e7585e921f8f8f:0x7835f802676fdf95,,31.768744199999997,-106.5074995,['Tourist attraction'],4.7,6,,,{'Accessibility': ['Wheelchair accessible entrance']},"['0x86e755acd43d677d:0x2cc5509ecdaa2a0c', '0x86e758fd651b4f87:0x9e2d9e96c264e43c', '0x86e7585ea54e7859:0xab418de0c7b1c64a', '0x86e758fc3c4655e5:0x379462de071f0f32', '0x86e7585eafc94b2b:0x410e07ea1b1642c1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86e7585e921f8f8f:0x7835f802676fdf95?authuser=-1&hl=en&gl=us,['tourist attraction'],"Mining Minds, 2400 Sun Bowl Dr",El Paso,TX
